canonical_model,ADI,Acc,Acc_12R1C,Acc_3R4C,Acc_6R2C,BalAcc_12R1C,BalAcc_3R4C,BalAcc_6R2C,CDI,DCC,DCE,DI,Layout Agreement,MacroF1_12R1C,MacroF1_3R4C,MacroF1_6R2C,Oracle Acc,Oracle_Acc,Worst Acc,Worst_Acc,accuracy,balanced_accuracy,code15_test_f1,consistent_correct,cpsc_test_f1,csn_test_acc,ecgqa_test_acc,g12_test_acc,groups_valid,macro_f1,mean,parse_rate,parse_success,ptb_test_f1,worst_layout_accuracy
P4-LoRA,0.0,,,,,,,,0.1070772058823529,0.5868566176470589,0.3060661764705882,0.1070772058823529,,,,,,0.6939338235294118,,0.6374080882352942,0.641390931372549,0.6106617647058823,,,,,,,,0.6119178382718254,,1.0,,,
P4-LayoutBind,0.0,,,,,,,,0.0946691176470588,0.5942095588235294,0.3111213235294117,0.0946691176470588,,,,,,0.6888786764705882,,0.6364889705882353,0.6412377450980392,0.6054738562091504,,,,,,,,0.6071865100062435,,1.0,,,
